"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 5"
"Sample Count: 17220"
"Start Time: 1/25/2024 12:37:30.522 PM"
"Scan Rate: 1000"
"Sample","Date/Time","Torque (V)","Temp1 (V)","CH2H Volt (V)","CH3H Current (V)","Temp2 (V)"
"7526","1/25/2024 12:37:38.048 PM","-0.166","3.011","1.448","1.098","2.986"
"7527","1/25/2024 12:37:38.049 PM","-0.154","3.010","1.452","1.098","2.987"
"7528","1/25/2024 12:37:38.050 PM","-0.157","3.009","1.446","1.098","2.990"
"7529","1/25/2024 12:37:38.051 PM","-0.157","3.009","1.452","1.098","2.986"
"7530","1/25/2024 12:37:38.052 PM","-0.166","3.009","1.453","1.101","2.986"
"7531","1/25/2024 12:37:38.053 PM","-0.167","3.011","1.450","1.098","2.987"
"7532","1/25/2024 12:37:38.054 PM","-0.155","3.008","1.453","1.098","2.985"
"7533","1/25/2024 12:37:38.055 PM","-0.169","3.009","1.449","1.100","2.986"
"7534","1/25/2024 12:37:38.056 PM","-0.159","3.010","1.448","1.100","2.988"
"7535","1/25/2024 12:37:38.057 PM","-0.170","3.009","1.452","1.098","2.985"
"7536","1/25/2024 12:37:38.058 PM","-0.162","3.010","1.450","1.098","2.985"
"7537","1/25/2024 12:37:38.059 PM","-0.171","3.011","1.449","1.099","2.986"
"7538","1/25/2024 12:37:38.060 PM","-0.171","3.013","1.456","1.098","2.987"
"7539","1/25/2024 12:37:38.061 PM","-0.167","3.009","1.452","1.097","2.987"
"7540","1/25/2024 12:37:38.062 PM","-0.158","3.015","1.450","1.098","2.985"
"7541","1/25/2024 12:37:38.063 PM","-0.162","3.014","1.452","1.101","2.987"
"7542","1/25/2024 12:37:38.064 PM","-0.163","3.010","1.449","1.100","2.985"
"7543","1/25/2024 12:37:38.065 PM","-0.161","3.010","1.453","1.101","2.987"
"7544","1/25/2024 12:37:38.066 PM","-0.171","3.012","1.451","1.100","2.987"
"7545","1/25/2024 12:37:38.067 PM","-0.164","3.009","1.445","1.100","2.985"
"7546","1/25/2024 12:37:38.068 PM","-0.161","3.011","1.455","1.099","2.987"
"7547","1/25/2024 12:37:38.069 PM","-0.162","3.010","1.452","1.098","2.985"
"7548","1/25/2024 12:37:38.070 PM","-0.162","3.010","1.449","1.100","2.985"
"7549","1/25/2024 12:37:38.071 PM","-0.162","3.011","1.454","1.102","2.987"
"7550","1/25/2024 12:37:38.072 PM","-0.166","3.010","1.452","1.100","2.987"
"7551","1/25/2024 12:37:38.073 PM","-0.162","3.013","1.453","1.098","2.988"
"7552","1/25/2024 12:37:38.074 PM","-0.163","3.011","1.453","1.098","2.987"
"7553","1/25/2024 12:37:38.075 PM","-0.161","3.010","1.448","1.100","2.985"
"7554","1/25/2024 12:37:38.076 PM","-0.166","3.013","1.455","1.098","2.987"
"7555","1/25/2024 12:37:38.077 PM","-0.153","3.014","1.453","1.100","2.987"
"7556","1/25/2024 12:37:38.078 PM","-0.156","3.011","1.452","1.100","2.988"
"7557","1/25/2024 12:37:38.079 PM","-0.168","3.014","1.456","1.100","2.979"
"7558","1/25/2024 12:37:38.080 PM","-0.169","3.014","1.450","1.097","2.988"
"7559","1/25/2024 12:37:38.081 PM","-0.159","3.013","1.453","1.098","2.982"
"7560","1/25/2024 12:37:38.082 PM","-0.163","3.011","1.454","1.101","2.986"
"7561","1/25/2024 12:37:38.083 PM","-0.155","3.010","1.450","1.101","2.989"
"7562","1/25/2024 12:37:38.084 PM","-0.160","3.009","1.456","1.100","2.988"
"7563","1/25/2024 12:37:38.085 PM","-0.162","3.010","1.455","1.103","2.986"
"7564","1/25/2024 12:37:38.086 PM","-0.157","3.011","1.452","1.099","2.987"
"7565","1/25/2024 12:37:38.087 PM","-0.156","3.015","1.452","1.099","2.987"
"7566","1/25/2024 12:37:38.088 PM","-0.164","3.014","1.455","1.099","2.987"
"7567","1/25/2024 12:37:38.089 PM","-0.159","3.012","1.454","1.100","2.985"
"7568","1/25/2024 12:37:38.090 PM","-0.165","3.011","1.455","1.101","2.985"
"7569","1/25/2024 12:37:38.091 PM","-0.164","3.011","1.454","1.098","2.985"
"7570","1/25/2024 12:37:38.092 PM","-0.170","3.010","1.452","1.100","2.989"
"7571","1/25/2024 12:37:38.093 PM","-0.161","3.008","1.446","1.099","2.985"
"7572","1/25/2024 12:37:38.094 PM","-0.161","3.013","1.454","1.099","2.987"
"7573","1/25/2024 12:37:38.095 PM","-0.161","3.012","1.452","1.100","2.988"
"7574","1/25/2024 12:37:38.096 PM","-0.166","3.014","1.452","1.102","2.985"
"7575","1/25/2024 12:37:38.097 PM","-0.167","3.012","1.453","1.099","2.987"
"7576","1/25/2024 12:37:38.098 PM","-0.164","3.010","1.450","1.100","2.985"
"7577","1/25/2024 12:37:38.099 PM","-0.163","3.010","1.453","1.098","2.987"
"7578","1/25/2024 12:37:38.100 PM","-0.161","3.006","1.449","1.101","2.987"
"7579","1/25/2024 12:37:38.101 PM","-0.161","3.011","1.455","1.100","2.988"
"7580","1/25/2024 12:37:38.102 PM","-0.159","3.010","1.453","1.101","2.989"
"7581","1/25/2024 12:37:38.103 PM","-0.163","3.010","1.455","1.101","2.988"
"7582","1/25/2024 12:37:38.104 PM","-0.159","3.005","1.453","1.101","2.991"
"7583","1/25/2024 12:37:38.105 PM","-0.155","3.014","1.452","1.099","2.988"
"7584","1/25/2024 12:37:38.106 PM","-0.166","3.011","1.454","1.099","2.988"
"7585","1/25/2024 12:37:38.107 PM","-0.160","3.011","1.458","1.098","2.988"
"7586","1/25/2024 12:37:38.108 PM","-0.157","3.009","1.450","1.098","2.988"
"7587","1/25/2024 12:37:38.109 PM","-0.157","3.007","1.456","1.098","2.984"
"7588","1/25/2024 12:37:38.110 PM","-0.167","3.013","1.451","1.096","2.987"
"7589","1/25/2024 12:37:38.111 PM","-0.157","3.012","1.445","1.098","2.987"
"7590","1/25/2024 12:37:38.112 PM","-0.156","3.011","1.454","1.100","2.984"
"7591","1/25/2024 12:37:38.113 PM","-0.166","3.008","1.450","1.100","2.987"
"7592","1/25/2024 12:37:38.114 PM","-0.170","3.013","1.450","1.098","2.988"
"7593","1/25/2024 12:37:38.115 PM","-0.167","3.012","1.453","1.097","2.987"
"7594","1/25/2024 12:37:38.116 PM","-0.152","3.009","1.448","1.099","2.988"
"7595","1/25/2024 12:37:38.117 PM","-0.155","3.009","1.453","1.101","2.988"
"7596","1/25/2024 12:37:38.118 PM","-0.160","3.011","1.448","1.098","2.989"
"7597","1/25/2024 12:37:38.119 PM","-0.161","3.009","1.452","1.101","2.987"
"7598","1/25/2024 12:37:38.120 PM","-0.165","3.009","1.455","1.099","2.988"
"7599","1/25/2024 12:37:38.121 PM","-0.164","3.014","1.449","1.101","2.980"
"7600","1/25/2024 12:37:38.122 PM","-0.158","3.010","1.450","1.098","2.987"
"7601","1/25/2024 12:37:38.123 PM","-0.168","3.011","1.454","1.100","2.986"
"7602","1/25/2024 12:37:38.124 PM","-0.156","3.009","1.453","1.098","2.988"
"7603","1/25/2024 12:37:38.125 PM","-0.153","3.011","1.453","1.100","2.986"
"7604","1/25/2024 12:37:38.126 PM","-0.169","3.009","1.453","1.098","2.991"
"7605","1/25/2024 12:37:38.127 PM","-0.166","3.010","1.449","1.100","2.989"
"7606","1/25/2024 12:37:38.128 PM","-0.171","3.009","1.453","1.098","2.986"
"7607","1/25/2024 12:37:38.129 PM","-0.159","3.006","1.446","1.098","2.987"
"7608","1/25/2024 12:37:38.130 PM","-0.154","3.009","1.449","1.098","2.985"
"7609","1/25/2024 12:37:38.131 PM","-0.156","3.011","1.453","1.097","2.986"
"7610","1/25/2024 12:37:38.132 PM","-0.159","3.008","1.450","1.100","2.989"
"7611","1/25/2024 12:37:38.133 PM","-0.158","3.011","1.453","1.098","2.985"
"7612","1/25/2024 12:37:38.134 PM","-0.166","3.011","1.453","1.098","2.985"
"7613","1/25/2024 12:37:38.135 PM","-0.167","3.010","1.452","1.097","2.985"
"7614","1/25/2024 12:37:38.136 PM","-0.158","3.011","1.447","1.100","2.986"
"7615","1/25/2024 12:37:38.137 PM","-0.150","3.013","1.453","1.100","2.986"
"7616","1/25/2024 12:37:38.138 PM","-0.156","3.010","1.450","1.098","2.985"
"7617","1/25/2024 12:37:38.139 PM","-0.151","3.010","1.452","1.101","2.987"
"7618","1/25/2024 12:37:38.140 PM","-0.163","3.011","1.455","1.097","2.985"
"7619","1/25/2024 12:37:38.141 PM","-0.162","3.010","1.454","1.098","2.988"
"7620","1/25/2024 12:37:38.142 PM","-0.157","3.009","1.449","1.101","2.992"
"7621","1/25/2024 12:37:38.143 PM","-0.159","3.010","1.458","1.100","2.989"
"7622","1/25/2024 12:37:38.144 PM","-0.168","3.010","1.452","1.100","2.986"
"7623","1/25/2024 12:37:38.145 PM","-0.160","3.011","1.447","1.101","2.989"
"7624","1/25/2024 12:37:38.146 PM","-0.150","3.015","1.454","1.100","2.988"
"7625","1/25/2024 12:37:38.147 PM","-0.159","3.011","1.451","1.096","2.985"
"7626","1/25/2024 12:37:38.148 PM","-0.166","3.011","1.449","1.098","2.987"
"7627","1/25/2024 12:37:38.149 PM","-0.156","3.010","1.454","1.097","2.986"
"7628","1/25/2024 12:37:38.150 PM","-0.160","3.011","1.450","1.098","2.985"
"7629","1/25/2024 12:37:38.151 PM","-0.154","3.012","1.451","1.097","2.982"
"7630","1/25/2024 12:37:38.152 PM","-0.163","3.009","1.445","1.100","2.987"
"7631","1/25/2024 12:37:38.153 PM","-0.160","3.012","1.448","1.100","2.983"
"7632","1/25/2024 12:37:38.154 PM","-0.169","3.007","1.453","1.099","2.976"
"7633","1/25/2024 12:37:38.155 PM","-0.168","3.011","1.448","1.100","2.987"
"7634","1/25/2024 12:37:38.156 PM","-0.157","3.010","1.449","1.101","2.986"
"7635","1/25/2024 12:37:38.157 PM","-0.157","3.014","1.453","1.099","2.985"
"7636","1/25/2024 12:37:38.158 PM","-0.162","3.010","1.449","1.101","2.988"
"7637","1/25/2024 12:37:38.159 PM","-0.169","3.010","1.449","1.100","2.985"
"7638","1/25/2024 12:37:38.160 PM","-0.165","3.009","1.454","1.099","2.985"
"7639","1/25/2024 12:37:38.161 PM","-0.168","3.009","1.450","1.099","2.984"
"7640","1/25/2024 12:37:38.162 PM","-0.159","3.010","1.449","1.096","2.979"
"7641","1/25/2024 12:37:38.163 PM","-0.158","3.011","1.453","1.099","2.985"
"7642","1/25/2024 12:37:38.164 PM","-0.160","3.009","1.449","1.096","2.986"
"7643","1/25/2024 12:37:38.165 PM","-0.149","3.011","1.446","1.097","2.987"
"7644","1/25/2024 12:37:38.166 PM","-0.155","3.011","1.450","1.099","2.986"
"7645","1/25/2024 12:37:38.167 PM","-0.149","3.011","1.451","1.099","2.984"
"7646","1/25/2024 12:37:38.168 PM","-0.150","3.012","1.450","1.097","2.985"
"7647","1/25/2024 12:37:38.169 PM","-0.169","3.010","1.453","1.098","2.986"
"7648","1/25/2024 12:37:38.170 PM","-0.159","3.009","1.447","1.102","2.989"
"7649","1/25/2024 12:37:38.171 PM","-0.170","3.002","1.444","1.099","2.978"
"7650","1/25/2024 12:37:38.172 PM","-0.163","3.010","1.448","1.097","2.990"
"7651","1/25/2024 12:37:38.173 PM","-0.163","3.009","1.448","1.100","2.985"
"7652","1/25/2024 12:37:38.174 PM","-0.159","3.013","1.449","1.102","2.987"
"7653","1/25/2024 12:37:38.175 PM","-0.149","3.011","1.449","1.097","2.986"
"7654","1/25/2024 12:37:38.176 PM","-0.164","3.013","1.449","1.096","2.984"
"7655","1/25/2024 12:37:38.177 PM","-0.164","3.011","1.452","1.097","2.986"
"7656","1/25/2024 12:37:38.178 PM","-0.162","3.010","1.450","1.100","2.985"
"7657","1/25/2024 12:37:38.179 PM","-0.153","3.012","1.450","1.098","2.987"
"7658","1/25/2024 12:37:38.180 PM","-0.148","3.010","1.452","1.101","2.990"
"7659","1/25/2024 12:37:38.181 PM","-0.155","3.009","1.450","1.099","2.985"
"7660","1/25/2024 12:37:38.182 PM","-0.159","3.010","1.450","1.097","2.985"
"7661","1/25/2024 12:37:38.183 PM","-0.168","3.011","1.450","1.100","2.990"
"7662","1/25/2024 12:37:38.184 PM","-0.163","3.010","1.449","1.096","2.989"
"7663","1/25/2024 12:37:38.185 PM","-0.159","3.011","1.447","1.098","2.985"
"7664","1/25/2024 12:37:38.186 PM","-0.172","3.012","1.452","1.100","2.989"
"7665","1/25/2024 12:37:38.187 PM","-0.170","3.010","1.444","1.097","2.997"
"7666","1/25/2024 12:37:38.188 PM","-0.157","3.015","1.450","1.099","2.986"
"7667","1/25/2024 12:37:38.189 PM","-0.158","3.012","1.451","1.097","2.985"
"7668","1/25/2024 12:37:38.190 PM","-0.164","3.012","1.448","1.098","2.983"
"7669","1/25/2024 12:37:38.191 PM","-0.169","3.010","1.451","1.098","2.988"
"7670","1/25/2024 12:37:38.192 PM","-0.162","3.013","1.452","1.098","2.988"
"7671","1/25/2024 12:37:38.193 PM","-0.165","3.010","1.445","1.100","2.987"
"7672","1/25/2024 12:37:38.194 PM","-0.173","3.012","1.451","1.097","2.986"
"7673","1/25/2024 12:37:38.195 PM","-0.164","3.009","1.449","1.099","2.989"
"7674","1/25/2024 12:37:38.196 PM","-0.159","3.008","1.446","1.098","2.998"
"7675","1/25/2024 12:37:38.197 PM","-0.157","3.011","1.450","1.097","2.988"
"7676","1/25/2024 12:37:38.198 PM","-0.164","3.011","1.450","1.099","2.983"
"7677","1/25/2024 12:37:38.199 PM","-0.159","3.011","1.448","1.099","2.990"
"7678","1/25/2024 12:37:38.200 PM","-0.163","3.010","1.451","1.100","2.991"
"7679","1/25/2024 12:37:38.201 PM","-0.155","3.013","1.450","1.097","2.986"
"7680","1/25/2024 12:37:38.202 PM","-0.162","3.011","1.447","1.097","2.991"
"7681","1/25/2024 12:37:38.203 PM","-0.156","3.014","1.451","1.098","2.989"
"7682","1/25/2024 12:37:38.204 PM","-0.157","3.009","1.452","1.099","2.992"
"7683","1/25/2024 12:37:38.205 PM","-0.155","3.011","1.448","1.100","2.986"
"7684","1/25/2024 12:37:38.206 PM","-0.148","3.011","1.448","1.101","2.985"
"7685","1/25/2024 12:37:38.207 PM","-0.166","3.012","1.449","1.098","2.985"
"7686","1/25/2024 12:37:38.208 PM","-0.158","3.010","1.447","1.097","2.988"
"7687","1/25/2024 12:37:38.209 PM","-0.171","3.005","1.449","1.100","2.984"
"7688","1/25/2024 12:37:38.210 PM","-0.160","3.008","1.449","1.098","2.986"
"7689","1/25/2024 12:37:38.211 PM","-0.164","3.007","1.445","1.099","2.987"
"7690","1/25/2024 12:37:38.212 PM","-0.161","3.010","1.453","1.098","2.983"
"7691","1/25/2024 12:37:38.213 PM","-0.155","3.011","1.449","1.099","2.987"
"7692","1/25/2024 12:37:38.214 PM","-0.169","3.014","1.448","1.097","2.985"
"7693","1/25/2024 12:37:38.215 PM","-0.156","3.011","1.453","1.098","2.986"
"7694","1/25/2024 12:37:38.216 PM","-0.165","3.008","1.449","1.095","2.986"
"7695","1/25/2024 12:37:38.217 PM","-0.159","3.010","1.449","1.099","2.983"
"7696","1/25/2024 12:37:38.218 PM","-0.164","3.011","1.453","1.100","2.993"
"7697","1/25/2024 12:37:38.219 PM","-0.159","3.015","1.449","1.098","2.989"
"7698","1/25/2024 12:37:38.220 PM","-0.162","3.011","1.450","1.099","2.985"
"7699","1/25/2024 12:37:38.221 PM","-0.170","3.008","1.451","1.097","2.992"
"7700","1/25/2024 12:37:38.222 PM","-0.165","3.010","1.447","1.097","2.987"
"7701","1/25/2024 12:37:38.223 PM","-0.170","3.012","1.450","1.100","2.986"
"7702","1/25/2024 12:37:38.224 PM","-0.159","3.013","1.449","1.100","2.987"
"7703","1/25/2024 12:37:38.225 PM","-0.166","3.009","1.449","1.098","2.985"
"7704","1/25/2024 12:37:38.226 PM","-0.164","3.011","1.447","1.099","2.984"
"7705","1/25/2024 12:37:38.227 PM","-0.163","3.011","1.449","1.098","2.985"
"7706","1/25/2024 12:37:38.228 PM","-0.162","3.009","1.448","1.096","2.984"
"7707","1/25/2024 12:37:38.229 PM","-0.159","3.007","1.452","1.097","2.990"
"7708","1/25/2024 12:37:38.230 PM","-0.153","3.012","1.449","1.097","2.985"
"7709","1/25/2024 12:37:38.231 PM","-0.159","3.010","1.449","1.098","2.986"
"7710","1/25/2024 12:37:38.232 PM","-0.163","3.012","1.452","1.098","2.988"
"7711","1/25/2024 12:37:38.233 PM","-0.166","3.011","1.452","1.100","2.984"
"7712","1/25/2024 12:37:38.234 PM","-0.162","3.010","1.449","1.097","2.981"
"7713","1/25/2024 12:37:38.235 PM","-0.160","3.010","1.453","1.098","2.982"
"7714","1/25/2024 12:37:38.236 PM","-0.150","3.007","1.449","1.099","2.985"
"7715","1/25/2024 12:37:38.237 PM","-0.148","3.011","1.449","1.098","2.975"
"7716","1/25/2024 12:37:38.238 PM","-0.158","3.009","1.450","1.099","2.985"
"7717","1/25/2024 12:37:38.239 PM","-0.158","3.010","1.444","1.096","2.992"
"7718","1/25/2024 12:37:38.240 PM","-0.169","3.011","1.445","1.098","2.987"
"7719","1/25/2024 12:37:38.241 PM","-0.158","3.011","1.454","1.096","2.985"
"7720","1/25/2024 12:37:38.242 PM","-0.170","3.011","1.451","1.098","2.989"
"7721","1/25/2024 12:37:38.243 PM","-0.159","3.009","1.449","1.099","2.986"
"7722","1/25/2024 12:37:38.244 PM","-0.158","3.012","1.449","1.098","2.986"
"7723","1/25/2024 12:37:38.245 PM","-0.156","3.010","1.450","1.099","2.983"
"7724","1/25/2024 12:37:38.246 PM","-0.161","3.011","1.451","1.101","2.974"
"7725","1/25/2024 12:37:38.247 PM","-0.159","3.010","1.449","1.099","2.986"
"7726","1/25/2024 12:37:38.248 PM","-0.161","3.011","1.449","1.098","2.986"
"7727","1/25/2024 12:37:38.249 PM","-0.162","3.008","1.452","1.100","2.987"
"7728","1/25/2024 12:37:38.250 PM","-0.159","3.006","1.453","1.098","2.995"
"7729","1/25/2024 12:37:38.251 PM","-0.162","3.011","1.450","1.099","2.980"
"7730","1/25/2024 12:37:38.252 PM","-0.148","3.009","1.454","1.101","2.981"
"7731","1/25/2024 12:37:38.253 PM","-0.160","3.011","1.453","1.097","2.990"
"7732","1/25/2024 12:37:38.254 PM","-0.167","3.011","1.448","1.098","2.979"
"7733","1/25/2024 12:37:38.255 PM","-0.166","3.006","1.452","1.098","2.987"
"7734","1/25/2024 12:37:38.256 PM","-0.173","3.011","1.449","1.098","2.987"
"7735","1/25/2024 12:37:38.257 PM","-0.163","3.014","1.445","1.099","2.988"
"7736","1/25/2024 12:37:38.258 PM","-0.161","3.011","1.445","1.098","2.984"
"7737","1/25/2024 12:37:38.259 PM","-0.169","3.014","1.454","1.100","2.987"
"7738","1/25/2024 12:37:38.260 PM","-0.160","3.013","1.448","1.098","2.987"
"7739","1/25/2024 12:37:38.261 PM","-0.170","3.013","1.448","1.097","2.987"
"7740","1/25/2024 12:37:38.262 PM","-0.160","3.011","1.451","1.098","2.975"
"7741","1/25/2024 12:37:38.263 PM","-0.159","3.010","1.450","1.098","2.984"
"7742","1/25/2024 12:37:38.264 PM","-0.157","3.010","1.448","1.100","2.987"
"7743","1/25/2024 12:37:38.265 PM","-0.161","3.010","1.448","1.100","2.992"
"7744","1/25/2024 12:37:38.266 PM","-0.155","3.010","1.452","1.098","2.989"
"7745","1/25/2024 12:37:38.267 PM","-0.150","3.012","1.452","1.102","2.995"
"7746","1/25/2024 12:37:38.268 PM","-0.156","3.011","1.450","1.099","2.990"
"7747","1/25/2024 12:37:38.269 PM","-0.157","3.012","1.451","1.098","2.989"
"7748","1/25/2024 12:37:38.270 PM","-0.159","3.010","1.451","1.097","2.982"
"7749","1/25/2024 12:37:38.271 PM","-0.155","3.009","1.445","1.099","2.978"
"7750","1/25/2024 12:37:38.272 PM","-0.154","3.010","1.453","1.095","2.986"
"7751","1/25/2024 12:37:38.273 PM","-0.153","3.011","1.445","1.100","2.990"
"7752","1/25/2024 12:37:38.274 PM","-0.158","3.010","1.450","1.099","2.983"
"7753","1/25/2024 12:37:38.275 PM","-0.153","3.012","1.454","1.098","2.985"
"7754","1/25/2024 12:37:38.276 PM","-0.161","3.013","1.452","1.098","2.989"
"7755","1/25/2024 12:37:38.277 PM","-0.158","3.009","1.449","1.098","2.987"
"7756","1/25/2024 12:37:38.278 PM","-0.157","3.009","1.454","1.099","2.986"
"7757","1/25/2024 12:37:38.279 PM","-0.144","3.010","1.450","1.099","2.995"
"7758","1/25/2024 12:37:38.280 PM","-0.172","3.014","1.449","1.099","2.986"
"7759","1/25/2024 12:37:38.281 PM","-0.162","3.009","1.453","1.097","2.991"
"7760","1/25/2024 12:37:38.282 PM","-0.165","3.010","1.448","1.096","2.988"
"7761","1/25/2024 12:37:38.283 PM","-0.169","3.011","1.447","1.099","2.987"
"7762","1/25/2024 12:37:38.284 PM","-0.155","3.011","1.452","1.102","2.990"
"7763","1/25/2024 12:37:38.285 PM","-0.162","3.010","1.450","1.098","2.991"
"7764","1/25/2024 12:37:38.286 PM","-0.169","3.011","1.450","1.098","2.989"
"7765","1/25/2024 12:37:38.287 PM","-0.176","3.008","1.453","1.101","2.999"
"7766","1/25/2024 12:37:38.288 PM","-0.160","3.010","1.449","1.099","2.988"
"7767","1/25/2024 12:37:38.289 PM","-0.163","3.010","1.451","1.098","2.986"
"7768","1/25/2024 12:37:38.290 PM","-0.156","3.011","1.453","1.096","2.988"
"7769","1/25/2024 12:37:38.291 PM","-0.169","3.012","1.445","1.101","2.987"
"7770","1/25/2024 12:37:38.292 PM","-0.160","3.009","1.452","1.099","2.985"
"7771","1/25/2024 12:37:38.293 PM","-0.167","3.013","1.452","1.100","2.988"
"7772","1/25/2024 12:37:38.294 PM","-0.170","3.013","1.449","1.097","2.990"
"7773","1/25/2024 12:37:38.295 PM","-0.166","3.012","1.452","1.098","2.989"
"7774","1/25/2024 12:37:38.296 PM","-0.165","3.011","1.451","1.101","3.002"
"7775","1/25/2024 12:37:38.297 PM","-0.159","3.010","1.452","1.098","2.986"
"7776","1/25/2024 12:37:38.298 PM","-0.160","3.014","1.450","1.097","2.987"
"7777","1/25/2024 12:37:38.299 PM","-0.154","3.009","1.448","1.097","2.986"
"7778","1/25/2024 12:37:38.300 PM","-0.148","3.012","1.448","1.097","2.991"
"7779","1/25/2024 12:37:38.301 PM","-0.156","3.011","1.456","1.096","2.985"
"7780","1/25/2024 12:37:38.302 PM","-0.165","3.011","1.451","1.100","2.992"
"7781","1/25/2024 12:37:38.303 PM","-0.169","3.010","1.450","1.100","2.983"
"7782","1/25/2024 12:37:38.304 PM","-0.152","3.013","1.455","1.098","2.994"
"7783","1/25/2024 12:37:38.305 PM","-0.154","3.011","1.453","1.099","2.988"
"7784","1/25/2024 12:37:38.306 PM","-0.161","3.010","1.453","1.099","2.986"
"7785","1/25/2024 12:37:38.307 PM","-0.158","3.010","1.454","1.099","2.986"
"7786","1/25/2024 12:37:38.308 PM","-0.157","3.009","1.450","1.100","2.987"
"7787","1/25/2024 12:37:38.309 PM","-0.161","3.010","1.450","1.100","2.983"
"7788","1/25/2024 12:37:38.310 PM","-0.164","3.010","1.454","1.100","2.985"
"7789","1/25/2024 12:37:38.311 PM","-0.172","3.012","1.452","1.098","2.985"
"7790","1/25/2024 12:37:38.312 PM","-0.163","3.010","1.452","1.097","2.985"
"7791","1/25/2024 12:37:38.313 PM","-0.160","3.011","1.453","1.098","2.986"
"7792","1/25/2024 12:37:38.314 PM","-0.158","3.011","1.450","1.097","2.985"
"7793","1/25/2024 12:37:38.315 PM","-0.155","3.011","1.449","1.098","2.986"
"7794","1/25/2024 12:37:38.316 PM","-0.161","3.012","1.454","1.098","2.986"
"7795","1/25/2024 12:37:38.317 PM","-0.170","3.013","1.445","1.100","2.984"
"7796","1/25/2024 12:37:38.318 PM","-0.159","3.013","1.456","1.100","2.985"
"7797","1/25/2024 12:37:38.319 PM","-0.166","3.010","1.452","1.100","2.986"
"7798","1/25/2024 12:37:38.320 PM","-0.170","3.012","1.452","1.097","2.977"
"7799","1/25/2024 12:37:38.321 PM","-0.171","3.008","1.453","1.101","2.981"
"7800","1/25/2024 12:37:38.322 PM","-0.165","3.010","1.445","1.098","2.988"
"7801","1/25/2024 12:37:38.323 PM","-0.162","3.010","1.449","1.102","2.987"
"7802","1/25/2024 12:37:38.324 PM","-0.170","3.011","1.456","1.100","2.987"
"7803","1/25/2024 12:37:38.325 PM","-0.169","3.010","1.453","1.100","2.987"
"7804","1/25/2024 12:37:38.326 PM","-0.168","3.011","1.450","1.098","2.987"
"7805","1/25/2024 12:37:38.327 PM","-0.168","3.011","1.454","1.099","2.986"
"7806","1/25/2024 12:37:38.328 PM","-0.169","3.010","1.455","1.099","2.985"
"7807","1/25/2024 12:37:38.329 PM","-0.166","3.011","1.450","1.096","2.977"
"7808","1/25/2024 12:37:38.330 PM","-0.166","3.010","1.450","1.099","2.988"
"7809","1/25/2024 12:37:38.331 PM","-0.164","3.011","1.455","1.098","2.987"
"7810","1/25/2024 12:37:38.332 PM","-0.160","3.013","1.453","1.097","2.988"
"7811","1/25/2024 12:37:38.333 PM","-0.160","3.011","1.449","1.098","2.981"
"7812","1/25/2024 12:37:38.334 PM","-0.164","3.011","1.454","1.099","2.987"
"7813","1/25/2024 12:37:38.335 PM","-0.159","3.012","1.455","1.100","2.985"
"7814","1/25/2024 12:37:38.336 PM","-0.160","3.006","1.451","1.102","2.987"
"7815","1/25/2024 12:37:38.337 PM","-0.168","3.009","1.455","1.098","2.981"
"7816","1/25/2024 12:37:38.338 PM","-0.159","3.010","1.453","1.099","2.988"
"7817","1/25/2024 12:37:38.339 PM","-0.164","3.009","1.450","1.098","2.989"
"7818","1/25/2024 12:37:38.340 PM","-0.158","3.010","1.455","1.099","2.984"
"7819","1/25/2024 12:37:38.341 PM","-0.163","3.009","1.453","1.098","2.986"
"7820","1/25/2024 12:37:38.342 PM","-0.162","3.014","1.446","1.099","2.985"
"7821","1/25/2024 12:37:38.343 PM","-0.160","3.008","1.449","1.099","2.986"
"7822","1/25/2024 12:37:38.344 PM","-0.146","3.010","1.452","1.098","2.985"
"7823","1/25/2024 12:37:38.345 PM","-0.158","3.010","1.453","1.100","2.995"
"7824","1/25/2024 12:37:38.346 PM","-0.150","3.008","1.452","1.098","2.989"
"7825","1/25/2024 12:37:38.347 PM","-0.149","3.013","1.455","1.098","2.990"
"7826","1/25/2024 12:37:38.348 PM","-0.161","3.016","1.451","1.098","2.988"
"7827","1/25/2024 12:37:38.349 PM","-0.158","3.010","1.452","1.099","2.988"
"7828","1/25/2024 12:37:38.350 PM","-0.153","3.010","1.454","1.096","2.988"
"7829","1/25/2024 12:37:38.351 PM","-0.159","3.011","1.446","1.098","2.987"
"7830","1/25/2024 12:37:38.352 PM","-0.162","3.009","1.450","1.097","2.982"
"7831","1/25/2024 12:37:38.353 PM","-0.153","3.011","1.449","1.100","2.991"
"7832","1/25/2024 12:37:38.354 PM","-0.160","3.010","1.454","1.098","2.995"
"7833","1/25/2024 12:37:38.355 PM","-0.154","3.013","1.450","1.097","2.988"
"7834","1/25/2024 12:37:38.356 PM","-0.166","3.011","1.450","1.100","2.988"
"7835","1/25/2024 12:37:38.357 PM","-0.162","3.010","1.454","1.098","2.989"
"7836","1/25/2024 12:37:38.358 PM","-0.173","3.011","1.452","1.096","2.989"
"7837","1/25/2024 12:37:38.359 PM","-0.166","3.011","1.449","1.098","2.988"
"7838","1/25/2024 12:37:38.360 PM","-0.160","3.011","1.451","1.100","2.992"
"7839","1/25/2024 12:37:38.361 PM","-0.145","3.010","1.452","1.098","2.992"
