"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 5"
"Sample Count: 17220"
"Start Time: 1/25/2024 12:37:30.522 PM"
"Scan Rate: 1000"
"Sample","Date/Time","Torque (V)","Temp1 (V)","CH2H Volt (V)","CH3H Current (V)","Temp2 (V)"
"7840","1/25/2024 12:37:38.362 PM","-0.166","3.010","1.447","1.097","2.981"
"7841","1/25/2024 12:37:38.363 PM","-0.155","3.010","1.447","1.098","2.983"
"7842","1/25/2024 12:37:38.364 PM","-0.155","3.011","1.453","1.099","2.988"
"7843","1/25/2024 12:37:38.365 PM","-0.156","3.010","1.452","1.096","2.988"
"7844","1/25/2024 12:37:38.366 PM","-0.160","3.010","1.448","1.098","2.988"
"7845","1/25/2024 12:37:38.367 PM","-0.162","3.010","1.453","1.099","2.985"
"7846","1/25/2024 12:37:38.368 PM","-0.164","3.008","1.451","1.097","2.988"
"7847","1/25/2024 12:37:38.369 PM","-0.165","3.009","1.447","1.096","2.989"
"7848","1/25/2024 12:37:38.370 PM","-0.159","3.008","1.451","1.095","2.979"
"7849","1/25/2024 12:37:38.371 PM","-0.146","3.012","1.449","1.098","2.984"
"7850","1/25/2024 12:37:38.372 PM","-0.169","3.012","1.443","1.098","2.989"
"7851","1/25/2024 12:37:38.373 PM","-0.161","3.011","1.454","1.099","2.984"
"7852","1/25/2024 12:37:38.374 PM","-0.173","3.013","1.452","1.096","2.987"
"7853","1/25/2024 12:37:38.375 PM","-0.166","3.012","1.448","1.096","2.988"
"7854","1/25/2024 12:37:38.376 PM","-0.159","3.011","1.453","1.097","2.985"
"7855","1/25/2024 12:37:38.377 PM","-0.162","3.010","1.451","1.098","2.987"
"7856","1/25/2024 12:37:38.378 PM","-0.166","3.011","1.448","1.098","2.988"
"7857","1/25/2024 12:37:38.379 PM","-0.157","3.013","1.451","1.098","3.001"
"7858","1/25/2024 12:37:38.380 PM","-0.164","3.012","1.449","1.100","2.990"
"7859","1/25/2024 12:37:38.381 PM","-0.160","3.013","1.449","1.097","2.990"
"7860","1/25/2024 12:37:38.382 PM","-0.158","3.012","1.449","1.099","2.987"
"7861","1/25/2024 12:37:38.383 PM","-0.146","3.010","1.449","1.097","2.987"
"7862","1/25/2024 12:37:38.384 PM","-0.158","3.011","1.449","1.098","2.985"
"7863","1/25/2024 12:37:38.385 PM","-0.155","3.011","1.453","1.098","2.989"
"7864","1/25/2024 12:37:38.386 PM","-0.154","3.012","1.450","1.096","2.986"
"7865","1/25/2024 12:37:38.387 PM","-0.154","3.010","1.447","1.096","2.977"
"7866","1/25/2024 12:37:38.388 PM","-0.152","3.012","1.452","1.099","2.982"
"7867","1/25/2024 12:37:38.389 PM","-0.159","3.010","1.452","1.099","2.989"
"7868","1/25/2024 12:37:38.390 PM","-0.161","3.015","1.446","1.097","2.985"
"7869","1/25/2024 12:37:38.391 PM","-0.159","3.014","1.450","1.098","2.987"
"7870","1/25/2024 12:37:38.392 PM","-0.169","3.013","1.450","1.098","2.989"
"7871","1/25/2024 12:37:38.393 PM","-0.166","3.010","1.448","1.096","2.985"
"7872","1/25/2024 12:37:38.394 PM","-0.160","3.010","1.453","1.101","2.986"
"7873","1/25/2024 12:37:38.395 PM","-0.155","3.010","1.453","1.100","2.990"
"7874","1/25/2024 12:37:38.396 PM","-0.159","3.009","1.450","1.097","2.975"
"7875","1/25/2024 12:37:38.397 PM","-0.161","3.011","1.452","1.098","2.985"
"7876","1/25/2024 12:37:38.398 PM","-0.160","3.009","1.450","1.098","2.985"
"7877","1/25/2024 12:37:38.399 PM","-0.159","3.010","1.445","1.098","2.988"
"7878","1/25/2024 12:37:38.400 PM","-0.166","3.013","1.447","1.098","2.988"
"7879","1/25/2024 12:37:38.401 PM","-0.156","3.011","1.451","1.098","2.985"
"7880","1/25/2024 12:37:38.402 PM","-0.151","3.013","1.452","1.100","2.985"
"7881","1/25/2024 12:37:38.403 PM","-0.154","3.012","1.453","1.098","2.987"
"7882","1/25/2024 12:37:38.404 PM","-0.152","3.009","1.451","1.097","2.986"
"7883","1/25/2024 12:37:38.405 PM","-0.163","3.010","1.448","1.099","2.988"
"7884","1/25/2024 12:37:38.406 PM","-0.160","3.010","1.451","1.095","2.988"
"7885","1/25/2024 12:37:38.407 PM","-0.156","3.009","1.449","1.096","2.988"
"7886","1/25/2024 12:37:38.408 PM","-0.158","3.011","1.450","1.099","2.987"
"7887","1/25/2024 12:37:38.409 PM","-0.163","3.012","1.446","1.097","2.988"
"7888","1/25/2024 12:37:38.410 PM","-0.149","3.013","1.448","1.099","2.986"
"7889","1/25/2024 12:37:38.411 PM","-0.164","3.013","1.451","1.098","2.987"
"7890","1/25/2024 12:37:38.412 PM","-0.159","3.010","1.452","1.098","2.999"
"7891","1/25/2024 12:37:38.413 PM","-0.162","3.011","1.449","1.099","2.978"
"7892","1/25/2024 12:37:38.414 PM","-0.154","3.010","1.450","1.098","2.986"
"7893","1/25/2024 12:37:38.415 PM","-0.159","3.014","1.451","1.098","2.985"
"7894","1/25/2024 12:37:38.416 PM","-0.159","3.012","1.449","1.098","2.988"
"7895","1/25/2024 12:37:38.417 PM","-0.154","3.011","1.449","1.099","2.986"
"7896","1/25/2024 12:37:38.418 PM","-0.152","3.009","1.450","1.100","2.989"
"7897","1/25/2024 12:37:38.419 PM","-0.157","3.010","1.444","1.098","2.988"
"7898","1/25/2024 12:37:38.420 PM","-0.147","3.010","1.450","1.098","3.003"
"7899","1/25/2024 12:37:38.421 PM","-0.159","3.012","1.451","1.096","2.993"
"7900","1/25/2024 12:37:38.422 PM","-0.157","3.010","1.448","1.097","2.987"
"7901","1/25/2024 12:37:38.423 PM","-0.163","3.010","1.453","1.097","2.987"
"7902","1/25/2024 12:37:38.424 PM","-0.158","3.012","1.450","1.097","2.986"
"7903","1/25/2024 12:37:38.425 PM","-0.164","3.011","1.448","1.096","2.988"
"7904","1/25/2024 12:37:38.426 PM","-0.154","3.011","1.449","1.098","2.996"
"7905","1/25/2024 12:37:38.427 PM","-0.161","3.010","1.447","1.098","2.987"
"7906","1/25/2024 12:37:38.428 PM","-0.170","3.010","1.445","1.100","2.986"
"7907","1/25/2024 12:37:38.429 PM","-0.164","3.009","1.450","1.096","2.985"
"7908","1/25/2024 12:37:38.430 PM","-0.169","3.012","1.452","1.098","2.987"
"7909","1/25/2024 12:37:38.431 PM","-0.161","3.010","1.445","1.098","2.987"
"7910","1/25/2024 12:37:38.432 PM","-0.156","3.013","1.452","1.098","2.985"
"7911","1/25/2024 12:37:38.433 PM","-0.155","3.014","1.450","1.101","2.986"
"7912","1/25/2024 12:37:38.434 PM","-0.158","3.012","1.449","1.098","2.986"
"7913","1/25/2024 12:37:38.435 PM","-0.161","3.010","1.448","1.098","2.986"
"7914","1/25/2024 12:37:38.436 PM","-0.166","3.012","1.444","1.101","2.986"
"7915","1/25/2024 12:37:38.437 PM","-0.151","3.012","1.447","1.098","2.988"
"7916","1/25/2024 12:37:38.438 PM","-0.162","3.011","1.453","1.098","2.988"
"7917","1/25/2024 12:37:38.439 PM","-0.162","3.009","1.449","1.101","2.989"
"7918","1/25/2024 12:37:38.440 PM","-0.164","3.013","1.448","1.098","2.989"
"7919","1/25/2024 12:37:38.441 PM","-0.162","3.010","1.452","1.099","2.986"
"7920","1/25/2024 12:37:38.442 PM","-0.160","3.010","1.450","1.095","2.979"
"7921","1/25/2024 12:37:38.443 PM","-0.162","3.013","1.453","1.098","2.985"
"7922","1/25/2024 12:37:38.444 PM","-0.151","3.011","1.450","1.099","2.990"
"7923","1/25/2024 12:37:38.445 PM","-0.155","3.011","1.443","1.101","2.986"
"7924","1/25/2024 12:37:38.446 PM","-0.153","3.010","1.454","1.098","2.992"
"7925","1/25/2024 12:37:38.447 PM","-0.158","3.010","1.449","1.099","2.987"
"7926","1/25/2024 12:37:38.448 PM","-0.153","3.011","1.447","1.100","2.984"
"7927","1/25/2024 12:37:38.449 PM","-0.159","3.010","1.452","1.100","2.989"
"7928","1/25/2024 12:37:38.450 PM","-0.149","3.011","1.443","1.098","2.988"
"7929","1/25/2024 12:37:38.451 PM","-0.149","3.010","1.453","1.098","2.986"
"7930","1/25/2024 12:37:38.452 PM","-0.147","3.009","1.448","1.098","2.983"
"7931","1/25/2024 12:37:38.453 PM","-0.151","3.010","1.450","1.101","2.993"
"7932","1/25/2024 12:37:38.454 PM","-0.170","3.009","1.453","1.100","3.000"
"7933","1/25/2024 12:37:38.455 PM","-0.163","3.010","1.452","1.100","2.987"
"7934","1/25/2024 12:37:38.456 PM","-0.155","3.010","1.448","1.097","2.987"
"7935","1/25/2024 12:37:38.457 PM","-0.155","3.011","1.453","1.099","2.987"
"7936","1/25/2024 12:37:38.458 PM","-0.154","3.012","1.451","1.098","2.987"
"7937","1/25/2024 12:37:38.459 PM","-0.158","3.012","1.451","1.101","2.995"
"7938","1/25/2024 12:37:38.460 PM","-0.166","3.011","1.450","1.098","2.995"
"7939","1/25/2024 12:37:38.461 PM","-0.163","3.012","1.451","1.098","2.991"
"7940","1/25/2024 12:37:38.462 PM","-0.161","3.011","1.450","1.100","2.970"
"7941","1/25/2024 12:37:38.463 PM","-0.156","3.011","1.449","1.099","2.980"
"7942","1/25/2024 12:37:38.464 PM","-0.153","3.010","1.451","1.099","2.986"
"7943","1/25/2024 12:37:38.465 PM","-0.159","3.010","1.448","1.101","2.985"
"7944","1/25/2024 12:37:38.466 PM","-0.153","3.011","1.453","1.098","2.986"
"7945","1/25/2024 12:37:38.467 PM","-0.162","3.010","1.451","1.098","2.985"
"7946","1/25/2024 12:37:38.468 PM","-0.151","3.010","1.449","1.099","2.983"
"7947","1/25/2024 12:37:38.469 PM","-0.159","3.015","1.453","1.101","2.986"
"7948","1/25/2024 12:37:38.470 PM","-0.158","3.014","1.445","1.100","2.990"
"7949","1/25/2024 12:37:38.471 PM","-0.151","3.010","1.451","1.100","2.992"
"7950","1/25/2024 12:37:38.472 PM","-0.162","3.009","1.455","1.097","2.986"
"7951","1/25/2024 12:37:38.473 PM","-0.166","3.008","1.452","1.098","2.988"
"7952","1/25/2024 12:37:38.474 PM","-0.159","3.012","1.450","1.097","2.985"
"7953","1/25/2024 12:37:38.475 PM","-0.162","3.012","1.454","1.098","2.994"
"7954","1/25/2024 12:37:38.476 PM","-0.163","3.010","1.449","1.101","2.993"
"7955","1/25/2024 12:37:38.477 PM","-0.170","3.013","1.448","1.097","2.985"
"7956","1/25/2024 12:37:38.478 PM","-0.155","3.008","1.454","1.101","2.994"
"7957","1/25/2024 12:37:38.479 PM","-0.158","3.010","1.452","1.098","2.998"
"7958","1/25/2024 12:37:38.480 PM","-0.161","3.012","1.452","1.098","2.987"
"7959","1/25/2024 12:37:38.481 PM","-0.151","3.011","1.447","1.100","2.986"
"7960","1/25/2024 12:37:38.482 PM","-0.151","3.011","1.449","1.097","2.985"
"7961","1/25/2024 12:37:38.483 PM","-0.151","3.011","1.453","1.101","2.987"
"7962","1/25/2024 12:37:38.484 PM","-0.159","3.010","1.451","1.099","2.991"
"7963","1/25/2024 12:37:38.485 PM","-0.175","3.012","1.447","1.096","2.989"
"7964","1/25/2024 12:37:38.486 PM","-0.161","3.010","1.445","1.101","2.988"
"7965","1/25/2024 12:37:38.487 PM","-0.160","3.012","1.452","1.098","2.984"
"7966","1/25/2024 12:37:38.488 PM","-0.165","3.012","1.447","1.098","2.978"
"7967","1/25/2024 12:37:38.489 PM","-0.159","3.010","1.454","1.098","2.989"
"7968","1/25/2024 12:37:38.490 PM","-0.156","3.009","1.452","1.099","2.988"
"7969","1/25/2024 12:37:38.491 PM","-0.165","3.009","1.448","1.098","2.989"
"7970","1/25/2024 12:37:38.492 PM","-0.166","3.011","1.453","1.100","2.985"
"7971","1/25/2024 12:37:38.493 PM","-0.167","3.011","1.450","1.099","2.980"
"7972","1/25/2024 12:37:38.494 PM","-0.170","3.010","1.450","1.098","2.984"
"7973","1/25/2024 12:37:38.495 PM","-0.168","3.010","1.449","1.100","2.985"
"7974","1/25/2024 12:37:38.496 PM","-0.169","3.008","1.452","1.098","3.002"
"7975","1/25/2024 12:37:38.497 PM","-0.161","3.010","1.450","1.098","2.988"
"7976","1/25/2024 12:37:38.498 PM","-0.157","3.008","1.452","1.098","2.987"
"7977","1/25/2024 12:37:38.499 PM","-0.153","3.012","1.446","1.098","2.986"
"7978","1/25/2024 12:37:38.500 PM","-0.165","3.011","1.450","1.098","2.989"
"7979","1/25/2024 12:37:38.501 PM","-0.159","3.011","1.451","1.101","2.981"
"7980","1/25/2024 12:37:38.502 PM","-0.161","3.009","1.450","1.098","2.985"
"7981","1/25/2024 12:37:38.503 PM","-0.168","3.010","1.449","1.098","2.981"
"7982","1/25/2024 12:37:38.504 PM","-0.161","3.008","1.454","1.098","2.988"
"7983","1/25/2024 12:37:38.505 PM","-0.162","3.010","1.451","1.098","2.988"
"7984","1/25/2024 12:37:38.506 PM","-0.161","3.008","1.443","1.096","2.986"
"7985","1/25/2024 12:37:38.507 PM","-0.160","3.010","1.455","1.100","2.989"
"7986","1/25/2024 12:37:38.508 PM","-0.170","3.009","1.452","1.098","2.987"
"7987","1/25/2024 12:37:38.509 PM","-0.168","3.010","1.451","1.099","2.981"
"7988","1/25/2024 12:37:38.510 PM","-0.163","3.010","1.453","1.101","2.997"
"7989","1/25/2024 12:37:38.511 PM","-0.165","3.011","1.453","1.098","2.990"
"7990","1/25/2024 12:37:38.512 PM","-0.165","3.010","1.450","1.097","2.983"
"7991","1/25/2024 12:37:38.513 PM","-0.150","3.010","1.450","1.098","2.987"
"7992","1/25/2024 12:37:38.514 PM","-0.161","3.011","1.452","1.100","2.989"
"7993","1/25/2024 12:37:38.515 PM","-0.159","3.011","1.445","1.098","2.987"
"7994","1/25/2024 12:37:38.516 PM","-0.165","3.011","1.448","1.099","2.987"
"7995","1/25/2024 12:37:38.517 PM","-0.157","3.010","1.452","1.098","2.986"
"7996","1/25/2024 12:37:38.518 PM","-0.167","3.011","1.450","1.101","2.991"
"7997","1/25/2024 12:37:38.519 PM","-0.159","3.011","1.453","1.098","2.988"
"7998","1/25/2024 12:37:38.520 PM","-0.166","3.009","1.449","1.100","2.987"
"7999","1/25/2024 12:37:38.521 PM","-0.158","3.011","1.454","1.101","3.003"
"8000","1/25/2024 12:37:38.522 PM","-0.172","3.011","1.453","1.099","2.987"
"8001","1/25/2024 12:37:38.523 PM","-0.170","3.010","1.447","1.099","2.986"
"8002","1/25/2024 12:37:38.524 PM","-0.173","3.010","1.457","1.099","2.984"
"8003","1/25/2024 12:37:38.525 PM","-0.174","3.010","1.450","1.098","2.996"
"8004","1/25/2024 12:37:38.526 PM","-0.160","3.007","1.449","1.100","2.994"
"8005","1/25/2024 12:37:38.527 PM","-0.167","3.011","1.454","1.099","2.984"
"8006","1/25/2024 12:37:38.528 PM","-0.169","3.011","1.450","1.100","2.992"
"8007","1/25/2024 12:37:38.529 PM","-0.148","3.010","1.456","1.098","3.000"
"8008","1/25/2024 12:37:38.530 PM","-0.160","3.010","1.452","1.096","2.985"
"8009","1/25/2024 12:37:38.531 PM","-0.152","3.010","1.450","1.100","2.989"
"8010","1/25/2024 12:37:38.532 PM","-0.147","3.010","1.455","1.098","2.976"
"8011","1/25/2024 12:37:38.533 PM","-0.155","3.014","1.453","1.100","2.985"
"8012","1/25/2024 12:37:38.534 PM","-0.160","3.011","1.453","1.098","2.992"
"8013","1/25/2024 12:37:38.535 PM","-0.148","3.012","1.453","1.100","2.985"
"8014","1/25/2024 12:37:38.536 PM","-0.158","3.012","1.450","1.099","2.989"
"8015","1/25/2024 12:37:38.537 PM","-0.154","3.010","1.455","1.101","2.988"
"8016","1/25/2024 12:37:38.538 PM","-0.166","3.011","1.448","1.100","2.998"
"8017","1/25/2024 12:37:38.539 PM","-0.159","3.011","1.453","1.098","2.988"
"8018","1/25/2024 12:37:38.540 PM","-0.165","3.010","1.449","1.099","2.986"
"8019","1/25/2024 12:37:38.541 PM","-0.169","3.009","1.453","1.098","2.987"
"8020","1/25/2024 12:37:38.542 PM","-0.169","3.012","1.456","1.098","2.999"
"8021","1/25/2024 12:37:38.543 PM","-0.164","3.009","1.451","1.098","2.991"
"8022","1/25/2024 12:37:38.544 PM","-0.155","3.011","1.453","1.100","2.981"
"8023","1/25/2024 12:37:38.545 PM","-0.154","3.011","1.451","1.099","2.986"
"8024","1/25/2024 12:37:38.546 PM","-0.153","3.010","1.453","1.098","2.978"
"8025","1/25/2024 12:37:38.547 PM","-0.153","3.010","1.451","1.097","2.986"
"8026","1/25/2024 12:37:38.548 PM","-0.154","3.011","1.451","1.099","2.991"
"8027","1/25/2024 12:37:38.549 PM","-0.152","3.011","1.455","1.101","2.987"
"8028","1/25/2024 12:37:38.550 PM","-0.165","3.010","1.446","1.100","2.985"
"8029","1/25/2024 12:37:38.551 PM","-0.149","3.012","1.453","1.098","2.984"
"8030","1/25/2024 12:37:38.552 PM","-0.165","3.012","1.455","1.099","2.985"
"8031","1/25/2024 12:37:38.553 PM","-0.157","3.010","1.452","1.098","2.996"
"8032","1/25/2024 12:37:38.554 PM","-0.161","3.009","1.454","1.097","2.983"
"8033","1/25/2024 12:37:38.555 PM","-0.168","3.006","1.453","1.098","2.985"
"8034","1/25/2024 12:37:38.556 PM","-0.170","3.011","1.448","1.098","2.989"
"8035","1/25/2024 12:37:38.557 PM","-0.166","3.012","1.453","1.100","2.986"
"8036","1/25/2024 12:37:38.558 PM","-0.169","3.010","1.452","1.098","2.989"
"8037","1/25/2024 12:37:38.559 PM","-0.170","3.013","1.442","1.098","2.977"
"8038","1/25/2024 12:37:38.560 PM","-0.169","3.011","1.449","1.097","2.989"
"8039","1/25/2024 12:37:38.561 PM","-0.159","3.010","1.452","1.099","2.989"
"8040","1/25/2024 12:37:38.562 PM","-0.159","3.013","1.449","1.100","2.978"
"8041","1/25/2024 12:37:38.563 PM","-0.164","3.010","1.456","1.097","2.984"
"8042","1/25/2024 12:37:38.564 PM","-0.159","3.011","1.450","1.102","2.989"
"8043","1/25/2024 12:37:38.565 PM","-0.166","3.012","1.452","1.097","2.986"
"8044","1/25/2024 12:37:38.566 PM","-0.157","3.009","1.447","1.098","2.987"
"8045","1/25/2024 12:37:38.567 PM","-0.159","3.010","1.448","1.098","2.985"
"8046","1/25/2024 12:37:38.568 PM","-0.152","3.013","1.454","1.098","2.986"
"8047","1/25/2024 12:37:38.569 PM","-0.158","3.012","1.453","1.100","2.986"
"8048","1/25/2024 12:37:38.570 PM","-0.156","3.004","1.451","1.096","2.973"
"8049","1/25/2024 12:37:38.571 PM","-0.153","3.012","1.453","1.099","2.974"
"8050","1/25/2024 12:37:38.572 PM","-0.169","3.012","1.451","1.098","2.985"
"8051","1/25/2024 12:37:38.573 PM","-0.159","3.008","1.452","1.099","2.984"
"8052","1/25/2024 12:37:38.574 PM","-0.157","3.015","1.453","1.096","2.987"
"8053","1/25/2024 12:37:38.575 PM","-0.158","3.009","1.448","1.098","2.984"
"8054","1/25/2024 12:37:38.576 PM","-0.151","3.012","1.450","1.099","2.980"
"8055","1/25/2024 12:37:38.577 PM","-0.155","3.011","1.450","1.098","2.993"
"8056","1/25/2024 12:37:38.578 PM","-0.160","3.011","1.444","1.098","2.981"
"8057","1/25/2024 12:37:38.579 PM","-0.172","3.015","1.454","1.098","2.977"
"8058","1/25/2024 12:37:38.580 PM","-0.169","3.012","1.454","1.098","2.988"
"8059","1/25/2024 12:37:38.581 PM","-0.157","3.011","1.449","1.098","2.987"
"8060","1/25/2024 12:37:38.582 PM","-0.164","3.012","1.453","1.098","2.986"
"8061","1/25/2024 12:37:38.583 PM","-0.159","3.013","1.452","1.100","2.985"
"8062","1/25/2024 12:37:38.584 PM","-0.162","3.010","1.450","1.098","2.989"
"8063","1/25/2024 12:37:38.585 PM","-0.159","3.009","1.453","1.100","2.989"
"8064","1/25/2024 12:37:38.586 PM","-0.148","3.012","1.452","1.098","2.986"
"8065","1/25/2024 12:37:38.587 PM","-0.154","3.010","1.442","1.098","2.978"
"8066","1/25/2024 12:37:38.588 PM","-0.148","3.015","1.453","1.096","2.992"
"8067","1/25/2024 12:37:38.589 PM","-0.156","3.011","1.452","1.098","2.987"
"8068","1/25/2024 12:37:38.590 PM","-0.168","3.012","1.449","1.098","2.989"
"8069","1/25/2024 12:37:38.591 PM","-0.164","3.011","1.452","1.097","2.986"
"8070","1/25/2024 12:37:38.592 PM","-0.146","3.011","1.450","1.098","2.980"
"8071","1/25/2024 12:37:38.593 PM","-0.149","3.010","1.447","1.099","2.981"
"8072","1/25/2024 12:37:38.594 PM","-0.162","3.013","1.452","1.098","2.983"
"8073","1/25/2024 12:37:38.595 PM","-0.160","3.009","1.450","1.100","3.001"
"8074","1/25/2024 12:37:38.596 PM","-0.160","3.013","1.444","1.094","2.999"
"8075","1/25/2024 12:37:38.597 PM","-0.152","3.010","1.448","1.100","2.987"
"8076","1/25/2024 12:37:38.598 PM","-0.162","3.011","1.452","1.100","2.987"
"8077","1/25/2024 12:37:38.599 PM","-0.152","3.011","1.449","1.101","2.988"
"8078","1/25/2024 12:37:38.600 PM","-0.157","3.012","1.449","1.096","2.984"
"8079","1/25/2024 12:37:38.601 PM","-0.148","3.010","1.452","1.100","2.984"
"8080","1/25/2024 12:37:38.602 PM","-0.156","3.011","1.449","1.100","2.987"
"8081","1/25/2024 12:37:38.603 PM","-0.155","3.011","1.445","1.096","2.988"
"8082","1/25/2024 12:37:38.604 PM","-0.170","3.013","1.453","1.100","2.995"
"8083","1/25/2024 12:37:38.605 PM","-0.152","3.010","1.449","1.098","2.987"
"8084","1/25/2024 12:37:38.606 PM","-0.158","3.010","1.448","1.100","2.988"
"8085","1/25/2024 12:37:38.607 PM","-0.161","3.011","1.453","1.098","2.986"
"8086","1/25/2024 12:37:38.608 PM","-0.154","3.010","1.448","1.100","2.988"
"8087","1/25/2024 12:37:38.609 PM","-0.150","3.010","1.449","1.097","2.988"
"8088","1/25/2024 12:37:38.610 PM","-0.158","3.010","1.453","1.095","2.984"
"8089","1/25/2024 12:37:38.611 PM","-0.162","3.010","1.449","1.098","2.990"
"8090","1/25/2024 12:37:38.612 PM","-0.153","3.011","1.449","1.098","2.968"
"8091","1/25/2024 12:37:38.613 PM","-0.155","3.014","1.450","1.097","2.970"
"8092","1/25/2024 12:37:38.614 PM","-0.153","3.011","1.450","1.100","2.988"
"8093","1/25/2024 12:37:38.615 PM","-0.155","3.009","1.444","1.098","2.986"
"8094","1/25/2024 12:37:38.616 PM","-0.152","3.010","1.453","1.098","2.988"
"8095","1/25/2024 12:37:38.617 PM","-0.152","3.009","1.451","1.097","2.987"
"8096","1/25/2024 12:37:38.618 PM","-0.151","3.012","1.447","1.099","2.984"
"8097","1/25/2024 12:37:38.619 PM","-0.163","3.014","1.452","1.095","2.988"
"8098","1/25/2024 12:37:38.620 PM","-0.161","3.010","1.453","1.097","2.990"
"8099","1/25/2024 12:37:38.621 PM","-0.148","3.010","1.447","1.097","2.992"
"8100","1/25/2024 12:37:38.622 PM","-0.169","3.009","1.453","1.098","2.990"
"8101","1/25/2024 12:37:38.623 PM","-0.164","3.011","1.449","1.101","2.988"
"8102","1/25/2024 12:37:38.624 PM","-0.156","3.009","1.445","1.101","2.985"
"8103","1/25/2024 12:37:38.625 PM","-0.153","3.011","1.447","1.095","2.996"
"8104","1/25/2024 12:37:38.626 PM","-0.159","3.010","1.450","1.098","2.985"
"8105","1/25/2024 12:37:38.627 PM","-0.162","3.010","1.448","1.098","2.993"
"8106","1/25/2024 12:37:38.628 PM","-0.159","3.011","1.452","1.097","2.987"
"8107","1/25/2024 12:37:38.629 PM","-0.164","3.011","1.449","1.094","2.990"
"8108","1/25/2024 12:37:38.630 PM","-0.162","3.017","1.446","1.100","2.988"
"8109","1/25/2024 12:37:38.631 PM","-0.156","3.011","1.449","1.097","2.988"
"8110","1/25/2024 12:37:38.632 PM","-0.160","3.014","1.451","1.100","2.985"
"8111","1/25/2024 12:37:38.633 PM","-0.152","3.010","1.447","1.098","2.986"
"8112","1/25/2024 12:37:38.634 PM","-0.151","3.013","1.445","1.098","2.989"
"8113","1/25/2024 12:37:38.635 PM","-0.162","3.013","1.448","1.097","2.985"
"8114","1/25/2024 12:37:38.636 PM","-0.158","3.010","1.449","1.100","2.992"
"8115","1/25/2024 12:37:38.637 PM","-0.160","3.012","1.446","1.100","2.985"
"8116","1/25/2024 12:37:38.638 PM","-0.148","3.010","1.451","1.097","2.990"
"8117","1/25/2024 12:37:38.639 PM","-0.160","3.013","1.448","1.098","2.988"
"8118","1/25/2024 12:37:38.640 PM","-0.153","3.010","1.447","1.098","2.987"
